#
#  chlamycyc 8.0 Genes link table generated on Fri Jun 29, 2018
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
GIO2-3599		Cre16.g673650	
GIO2-1407		Cre06.g299800	
GIO2-4539		Cre16.g682100	
CHRECP067	Q00914	psaC	
GIO2-1460		Cre01.g002400	
GIO2-801		Cre02.g115450	
GIO2-5129		Cre10.g465500	
CHLREDRAFT_196834	A8I586	CAH9	
GIO2-1794		Cre12.g540550	
GIO2-5079		Cre17.g742450	
GIO2-1017		Cre12.g542202	
GIO2-3781		Cre16.g685550	
GIO2-2973		Cre01.g031500	
GIO2-4970		Cre12.g524650	
GIO2-1194		Cre17.g731750	
GIO2-1725		Cre11.g467850	
GIO2-5072		Cre10.g450550	
GIO2-1982		Cre16.g674950	
GIO2-4283		Cre01.g050100	
CHLREDRAFT_184810	Q93WD2	LHCB4	
GIO2-1588		Cre09.g397031	
CHLREDRAFT_191596	A8J3U9	ATP5	
GIO2-657		Cre06.g259500	
GIO2-888		Cre03.g164150	
GIO2-3197		Cre02.g103100	
GIO2-914		Cre06.g271400	
GIO2-1490		Cre17.g744997	
GIO2-764		Cre12.g514700	
GIO2-913		Cre16.g678773	
GIO2-675		Cre04.g215600	
GIO2-391		Cre05.g247550	
GIO2-1744		Cre07.g337750	
GIO2-4208		Cre01.g026250	
GIO2-1893		Cre03.g183700	
GIO2-1594		Cre11.g467786	
GIO2-4976		Cre14.g621351	
GIO2-4922		Cre01.g000650	
GIO2-705		Cre17.g705300	
GIO2-1215		Cre02.g105150	
GIO2-3163		Cre14.g620350	
GIO2-3865		Cre10.g431800	
GIO2-2547		Cre06.g293950	
GIO2-2386		Cre13.g585301	
GIO2-44		PDC3	
GIO2-5080		Cre04.g218500	
GIO2-1321		Cre10.g461250	
GIO2-1063		Cre17.g743897	
GIO2-289		Cre04.g230928	
GIO2-924		Cre10.g422700	
GIO2-1514		Cre09.g399402	
GIO2-779		Cre17.g725950	
GIO2-4688		Cre15.g639400	
GIO2-4929		Cre06.g297400	
CHLREDRAFT_113296	A8HZX4	CNX1B	
GIO2-1152		Cre11.g467717	
GIO2-5043		Cre01.g006800	
GIO2-644		Cre10.g417750	
GIO2-1336		Cre08.g360801	
CHLREDRAFT_196597	A8J9E9	CRTISO	
GIO2-2436		Cre02.g119600	
CHLREDRAFT_184067	Q93WE0	LHCBM2	
GIO2-628		Cre03.g183650	
GIO2-1574		Cre02.g144004	
GIO2-1170		Cre09.g397105	
G-15480	A8IT23	Cr-1	
GIO2-3152		Cre12.g547150	
GIO2-2856		Cre17.g705700	
GIO2-642		Cre02.g095147	
GIO2-3384		Cre04.g221550	
GIO2-4077		Cre06.g264200	
GIO2-2567		Cre07.g331150	
GIO2-2936		Cre04.g214100	
GIO2-3369		Cre07.g322950	
GIO2-320		Cre17.g720400	
GIO2-4881		Cre10.g422450	
GIO2-746		Cre11.g467546	
GIO2-4010		Cre12.g519900	
GIO2-1330		Cre03.g198950	
GIO2-375		Cre07.g350050	
GIO2-1398		Cre12.g556350	
GIO2-2741		Cre12.g552200	
GIO2-2307		Cre16.g648200	
GIO2-1247		Cre08.g379550	
GIO2-3166		Cre12.g528500	
GIO2-2445		Cre06.g308500	
CHLREDRAFT_117925	A8IZM2	CNX5	
GIO2-3225		Cre07.g333450	
GIO2-5108		Cre07.g339700	
GIO2-5008		Cre17.g703000	
GIO2-2739		Cre12.g546050	
GIO2-1472		Cre12.g519000	
GIO2-1898	Q9FVE2	urate oxidase	
GIO2-296		Cre06.g251400	
GIO2-619		Cre01.g041300	
GIO2-4867		Cre01.g029300	
GIO2-1418		Cre16.g691800	
GIO2-2700		Cre17.g699850	
GIO2-1769		Cre02.g112850	
CHLREDRAFT_130914	P12356	PsaF	
GIO2-949		Cre02.g098850	
GIO2-4423		Cre01.g010350	
GIO2-1877		Cre01.g045200	
GIO2-5470		Cre16.g677026	
GIO2-485		Cre03.g155350	
GIO2-4008		Cre12.g520950	
GIO2-2167		Cre16.g679850	
GIO2-3315		Cre02.g106500	
GIO2-1679		Cre08.g380201	
CHLREDRAFT_133395	A8JIU5	CYC1	
GIO2-3427		Cre10.g423250	
GIO2-388		Cre09.g401293	
GIO2-819		Cre02.g116550	
GIO2-4225		Cre02.g076300	
GIO2-4628		Cre03.g204250	
GIO2-1424		Cre01.g044700	
GIO2-1618		Cre17.g696626	
GIO2-1163		Cre17.g697950	
GIO2-1469		Cre10.g422600	
GIO2-2001		Cre02.g114500	
GIO2-1763		Cre07.g314600	
GIO2-1576		Cre03.g205250	
GIO2-1804		Cre02.g119700	
GIO2-1068		Cre06.g284600	
GIO2-1254		Cre07.g357157	
GIO2-3966		Cre06.g278252	
GIO2-3130		Cre02.g146250	
GIO2-5091		Cre16.g659550	
GIO2-1162		Cre14.g609030	
GIO2-1747		Cre02.g141786	
GIO2-4222		Cre09.g387800	
GIO2-2928		Cre05.g242350	
GIO2-3110		Cre04.g226550	
GIO2-1843		Cre05.g248250	
GIO2-670		Cre06.g268550	
GIO2-1000		Cre03.g185600	
GIO2-1224		Cre03.g151800	
GIO2-694		Cre02.g096350	
GIO2-1345		Cre05.g230900	
GIO2-1774		Cre08.g381702	
GIO2-916		Cre04.g217924	
GIO2-1323		Cre14.g629241	
GIO2-1142		Cre06.g282651	
GIO2-5313		Cre03.g191050	
GIO2-4198		Cre13.g570550	
GIO2-331		Cre01.g002050	
GIO2-5259		Cre12.g537100	
GIO2-2008		Cre01.g042800	
GIO2-1168		Cre10.g427500	
GIO2-791		Cre01.g044300	
GIO2-1481		Cre12.g523550	
GIO2-4788		Cre05.g232150	
GIO2-741	Q8VZZ0	Cre09.g396600	
GIO2-4973		Cre02.g117000	
G-15477	A8JFB0	ERG3	
GIO2-1911		Cre17.g729850	
GIO2-1693		Cre13.g592500	
GIO2-3032		Cre06.g291800	
GIO2-1328		Cre09.g396451	
GIO2-2033		Cre09.g416050	
GIO2-1186		Cre12.g530600	
GIO2-1985		Cre03.g186200	
GIO2-1545		Cre09.g387200	
GIO2-3534		Cre03.g193850	
GIO2-303		Cre06.g286350	
GIO2-5156		Cre12.g557350	
GIO2-294		Cre24.g755597	
GIO2-3970		Cre10.g423450	
GIO2-3342		Cre06.g256350	
GIO2-2255		Cre16.g687350	
GIO2-4061		Cre11.g481200	
GIO2-436		Cre02.g081350	
GIO2-1762		Cre03.g183300	
GIO2-3695		Cre18.g749847	
CHLREDRAFT_195711	A8JGD2	NAD3	
GIO2-3717		Cre12.g538450	
CHLREDRAFT_186501		ASA6	
GIO2-620		Cre05.g242178	
GIO2-5115		Cre15.g636800	
GIO2-443		Cre16.g686200	
GIO2-1032		Cre08.g377350	
GIO2-1259		Cre01.g037550	
GIO2-2844		Cre01.g054500	
GIO2-1031		Cre11.g481126	
GIO2-1060		Cre07.g342900	
GIO2-2350		Cre12.g526800	
GIO2-3174		Cre13.g587700	
GIO2-3094		Cre12.g506600	
GIO2-1894		Cre10.g446550	
GIO2-1133		Cre16.g693203	
GIO2-3839		Cre03.g179500	
GIO2-5014		Cre10.g430800	
GIO2-2124		Cre13.g565800	
GIO2-735		Cre02.g099400	
GIO2-2836		Cre03.g162366	
GIO2-2156		Cre14.g630847	
CHRECP044	P32974	psbL	
GIO2-1005		Cre02.g086050	
GIO2-383		Cre02.g088500	
CHLREDRAFT_132151	Q6UKY4	ACP1	
GIO2-5454		Cre02.g095089	
GIO2-4968		Cre06.g273650	
GIO2-2955		Cre02.g147650	
CHREPMP05	P08740	nad2	
GIO2-3081		Cre06.g256750	
GIO2-3959		Cre08.g378850	
GIO2-1227		Cre10.g440850	
GIO2-4618		Cre01.g048950	
GIO2-5177		Cre09.g395917	
GIO2-594		Cre11.g483250	
GIO2-3259		Cre06.g252550	
GIO2-3769		Cre09.g409250	
GIO2-650		Cre16.g656500	
GIO2-2560		Cre03.g170600	
CHLREDRAFT_77062	Q6DN05	Cre07.g324200	
GIO2-5118		Cre13.g583050	
GIO2-933		Cre03.g201150	
CHLREDRAFT_135635	Q6TH88	NUOS5	
GIO2-931		Cre01.g012100	
GIO2-1558		Cre10.g436350	
GIO2-5140		Cre02.g099850	
GIO2-5145		Cre12.g545101	
GIO2-2680		Cre12.g496750	
GIO2-1522		Cre05.g247400	
G-15454	Q6PSL5	HYDEF	
GIO2-572		Cre01.g039850	
GIO2-1148		Cre09.g403293	
GIO2-1203		Cre16.g675250	
CHLREDRAFT_24547	A8JIB7	CPN60A	
GIO2-345		Cre05.g232800	
GIO2-1015		Cre03.g166900	
GIO2-631		Cre03.g182650	
GIO2-2938		Cre14.g619133	
GIO2-1554		Cre12.g528850	
CHLREDRAFT_137142		FTR1	
GIO2-4070		Cre08.g372950	
GIO2-945		Cre13.g590010	
GIO2-5113		Cre14.g630883	
GIO2-1301		Cre06.g262100	
GIO2-1416		Cre08.g365851	
GIO2-902		Cre13.g605600	
GIO2-1826		Cre09.g398252	
GIO2-632		Cre05.g238332	
GIO2-419		Cre09.g389250	
GIO2-4272		Cre08.g378200	
GIO2-4951		Cre03.g182550	
GIO2-1081		Cre01.g029600	
GIO2-422		Cre04.g229000	
GIO2-4088		Cre12.g540650	
CHRECP001	P23577	petA	
GIO2-2245		Cre03.g169200	
GIO2-5007		Cre03.g171950	
GIO2-5311		Cre09.g387245	
GIO2-935		Cre09.g397734	
GIO2-3442		Cre10.g438100	
GIO2-5081		Cre06.g306501	
GIO2-4058		Cre01.g015000	
GIO2-2000		Cre06.g281250	
CHLREDRAFT_184649	A8J4K5	QCR10	
CHLREDRAFT_130019	A8IZY8	NAR5	
GIO2-5064		Cre01.g055000	
GIO2-813		Cre06.g299300	
GIO2-1040		Cre03.g177600	
GIO2-4705		Cre06.g293051	
GIO2-1668		Cre13.g607150	
CHLREDRAFT_164400	Q4VKB5	CHYB	
GIO2-1421		Cre10.g435000	
GIO2-4952		Cre06.g310850	
GIO2-2483		Cre04.g227800	
GIO2-1714		Cre03.g155001	
GIO2-2793		Cre16.g655900	
GIO2-5155		Cre06.g278093	
GIO2-3523		Cre06.g262050	
GIO2-1808		Cre07.g354350	
CHRECP062	O63075	atpI	
GIO2-707		Cre06.g249900	
GIO2-2957		Cre12.g520350	
GIO2-1864		Cre07.g356350	
GIO2-1085		Cre02.g144100	
GIO2-3160		Cre12.g557700	
GIO2-1280		Cre08.g379950	
GIO2-5168		Cre03.g177300	
GIO2-3035		Cre03.g204800	
GIO2-3535		Cre08.g373550	
GIO2-2963		Cre03.g182100	
GIO2-1174		Cre17.g728900	
GIO2-876		Cre09.g393691	
GIO2-5050		Cre10.g438050	
GIO2-3880		Cre02.g084400	
GIO2-3204		Cre09.g414550	
GIO2-1240		Cre07.g325050	
GIO2-4461		Cre15.g643550	
GIO2-1909		Cre12.g531200	
CHLREDRAFT_158763	A8J7I9	QCR8	
GIO2-5127		Cre06.g284250	
GIO2-3469		Cre10.g424900	
GIO2-3263		Cre03.g173100	
GIO2-3446		Cre03.g152850	
GIO2-829		Cre12.g491100	
GIO2-3092		Cre07.g352400	
GIO2-4961		Cre17.g731350	
GIO2-1854		Cre12.g555150	
GIO2-503		Cre07.g352550	
GIO2-3541		PDAT1	
GIO2-315		Cre01.g008891	
GIO2-439		Cre17.g698266	
G-15466	Q2HWK7	DES	
GIO2-4831		Cre13.g580050	
GIO2-3683		Cre13.g564900	
GIO2-5279		Cre16.g650550	
GIO2-1801		Cre16.g688700	
GIO2-2283		Cre03.g174050	
GIO2-1242		Cre02.g142146	
GIO2-3843		Cre03.g158000	
GIO2-2168		Cre05.g245900	
GIO2-989		Cre12.g535750	
GIO2-1146		Cre01.g015550	
GIO2-2048		Cre12.g528450	
GIO2-1890		Cre08.g373100	
GIO2-442	Q9FDV9	Cre02.g105600	
GIO2-696		Cre07.g356550	
GIO2-302		Cre06.g264250	
GIO2-2278		Cre06.g285200	
GIO2-4502		Cre17.g727650	
GIO2-428		Cre06.g297904	
CHRECP063	O19930	psbJ	
GIO2-1305		Cre02.g144002	
GIO2-5193		Cre06.g278244	
GIO2-2464		Cre02.g081400	
GIO2-5159		Cre09.g387319	
GIO2-3005		Cre06.g291600	
CHLREDRAFT_141145	A8ID12	ATP1B	
GIO2-507		Cre11.g467753	
GIO2-668		Cre14.g628752	
GIO2-3497		Cre09.g395139	
GIO2-4836		Cre02.g096150	
GIO2-563		Cre13.g581400	
GIO2-1658		Cre05.g234400	
GIO2-359		Cre02.g120200	
GIO2-1473		Cre02.g090000	
GIO2-1696		Cre09.g412350	
GIO2-1863		Cre01.g030900	
GIO2-3206		Cre12.g543400	
CHLREDRAFT_136810	A8HNE8	GGR	
GIO2-1338		Cre09.g401500	
GIO2-3375		Cre17.g711200	
GIO2-771		Cre12.g551200	
GIO2-3734		Cre29.g757897	
GIO2-964		Cre02.g073950	
GIO2-944		Cre12.g483900	
GIO2-1702		Cre05.g248500	
GIO2-2810		Cre12.g493500	
GIO2-889		Cre17.g721750	
GIO2-3553		Cre05.g248150	
GIO2-4132		Cre02.g095000	
GIO2-3729		Cre16.g664550	
GIO2-313		Cre16.g691888	
GIO2-271		Cre07.g325730	
GIO2-2745		Cre16.g663900	
GIO2-4059		Cre03.g194850	
GIO2-361		Cre06.g294950	
GIO2-2456		Cre01.g000300	
GIO2-1426		Cre01.g037350	
GIO2-137		Cre02.g143500	
GIO2-416		Cre14.g632767	
GIO2-1439		Cre03.g146247	
GIO2-3738		Cre01.g051900	
GIO2-1225		Cre07.g354400	
GIO2-4107		Cre06.g278227	
GIO2-301		Cre03.g146447	
GIO2-2258		Cre13.g607350	
GIO2-3986		Cre12.g520100	
GIO2-2375		Cre10.g466600	
GIO2-1287		Cre12.g524700	
GIO2-4185		Cre12.g518650	
GIO2-5025		Cre16.g688638	
GIO2-1984		Cre17.g702750	
GIO2-1511		Cre02.g082500	
GIO2-2577		Cre03.g172000	
GIO2-5122		Cre06.g285250	
GIO2-4934		Cre10.g449750	
GIO2-1195		Cre07.g323950	
GIO2-5333		Cre10.g430200	
GIO2-1838		Cre09.g386735	
GIO2-373		Cre06.g309826	
GIO2-1692		Cre12.g538250	
GIO2-292		Cre01.g027450	
GIO2-455		Cre07.g343933	
GIO2-4928		Cre13.g590300	
GIO2-5154		Cre12.g513450	
GIO2-871		Cre06.g260750	
GIO2-1650		Cre17.g719500	
CHLREDRAFT_156256	A8HUP3	PCYA	
GIO2-874		Cre07.g348550	
GIO2-588		Cre16.g682369	
GIO2-4357		Cre07.g319400	
GIO2-4156		Cre01.g036850	
GIO2-1742		Cre01.g009550	
GIO2-1306		Cre07.g336600	
GIO2-4792		Cre12.g537200	
GIO2-420		Cre16.g678437	
GIO2-5000		Cre03.g163950	
GIO2-1127		Cre02.g109850	
GIO2-4890		Cre08.g367600	
GIO2-3889		Cre05.g233300	
GIO2-1735	Q4U1D9	Cre12.g520450	
GIO2-1716		Cre14.g611650	
GIO2-534		Cre03.g146287	
GIO2-2634		Cre12.g517700	
CHLREDRAFT_98021	A8HXG5	PsbR	
GIO2-3699		Cre02.g115950	
GIO2-1064		Cre05.g239100	
GIO2-1454		Cre09.g389689	
CHLREDRAFT_145512	A8IS09	NUOS4b	
GIO2-2784		Cre14.g627576	
GIO2-4712		Cre03.g161400	
GIO2-1515		Cre04.g226600	
GIO2-390		Cre12.g556600	
GIO2-1402		Cre06.g283950	
GIO2-1816		Cre16.g657750	
GIO2-2021		Cre03.g149600	
GIO2-3838		Cre12.g561050	
GIO2-1343		Cre06.g258600	
CHLREDRAFT_142756	A8I6S8	TEF18	
GIO2-2840		Cre03.g154550	
GIO2-4196		Cre01.g023300	
GIO2-3190		Cre12.g497653	
GIO2-5445		Cre05.g238290	
GIO2-648		Cre09.g392134	
GIO2-1388		Cre03.g146627	
GIO2-1904		Cre08.g378150	
GIO2-4921		Cre12.g507400	
GIO2-4166		Cre03.g207550	
GIO2-5235		Cre14.g608970	
GIO2-494		Cre01.g037850	
GIO2-1435		Cre10.g462600	
GIO2-4497		Cre03.g172850	
GIO2-636		Cre04.g214650	
CHLREDRAFT_182359		Cre06.g257000	
GIO2-4413		Cre13.g574900	
GIO2-2625		Cre16.g657300	
GIO2-257		Cre17.g734500	
GIO2-603		Cre16.g659450	
GIO2-1086		Cre02.g142200	
GIO2-993		Cre12.g543902	
GIO2-1587		Cre17.g738350	
GIO2-5054		Cre12.g508550	
GIO2-4078		Cre01.g048050	
GIO2-4717		Cre17.g699500	
GIO2-1875		Cre04.g229650	
GIO2-2624		Cre04.g219787	
GIO2-1184		Cre06.g277700	
GIO2-1216		Cre01.g045700	
GIO2-339		Cre10.g466700	
GIO2-363		Cre16.g686500	
GIO2-942		Cre07.g321000	
GIO2-2565		Cre16.g683550	
GIO2-1790		Cre07.g315650	
GIO2-2583		Cre03.g205900	
GIO2-3980		Cre06.g299050	
GIO2-1895		Cre02.g141606	
GIO2-2411		Cre16.g683350	
GIO2-1506		Cre07.g325748	
GIO2-1036		Cre02.g142506	
GIO2-3746		Cre09.g410050	
GIO2-2111		Cre16.g677500	
