GIO2-1400-MONOMER	GIO2-1400		Cre08.g358538.t1.1	
GIO2-3993-MONOMER	GIO2-3993		Cre17.g724600.t1.2	
GIO2-1443-MONOMER	GIO2-1443		Cre17.g731600.t1.1	
CPLX-7520				
GIO2-617-MONOMER	GIO2-617		Cre14.g613950.t1.2	
GIO2-1639-MONOMER	GIO2-1639		Cre03.g201300.t1.1	
GIO2-5199-MONOMER	GIO2-5199		Cre18.g749697.t1.1	
GIO2-1003-MONOMER	GIO2-1003		Cre09.g402960.t1.1	
GIO2-1599-MONOMER	GIO2-1599		Cre03.g200879.t1.1	
GIO2-470-MONOMER	GIO2-470		Cre03.g188300.t1.1	
GIO2-5084-MONOMER	GIO2-5084		Cre09.g391050.t1.1	
GIO2-3019-MONOMER	GIO2-3019		Cre02.g090150.t1.2	
GIO2-1327-MONOMER	GIO2-1327		Cre03.g157700.t1.1	205709
GIO2-5175-MONOMER	GIO2-5175		Cre06.g294450.t1.1	
GIO2-1076-MONOMER	GIO2-1076		Cre07.g319320.t1.1	
GIO2-1094-MONOMER	GIO2-1094		Cre13.g570350.t1.1	
GIO2-4359-MONOMER	GIO2-4359		Cre06.g271200.t1.2	
GIO2-447-MONOMER	GIO2-447		Cre01.g053450.t1.1	
GIO2-345-MONOMER	GIO2-345		Cre05.g232800.t1.1	
GIO2-432-MONOMER	GIO2-432		Cre17.g725200.t1.2	
CHLREDRAFT_59411-MONOMER	CHLREDRAFT_59411	Q6V504	59411	59411
GIO2-2096-MONOMER	GIO2-2096		Cre12.g488000.t1.2	
GIO2-3894-MONOMER	GIO2-3894		Cre09.g396700.t1.2	
GIO2-1048-MONOMER	GIO2-1048		Cre04.g214502.t1.1	
GIO2-4338-MONOMER	GIO2-4338		Cre02.g114400.t1.2	
GIO2-1351-MONOMER	GIO2-1351		Cre01.g036950.t1.2	
GIO2-4953-MONOMER	GIO2-4953		Cre14.g632759.t1.1	
GIO2-1226-MONOMER	GIO2-1226		Cre16.g689100.t1.1	
GIO2-1643-MONOMER	GIO2-1643		Cre07.g346650.t1.1	
GIO2-1207-MONOMER	GIO2-1207		Cre04.g217946.t1.1	
GIO2-733-MONOMER	GIO2-733		Cre12.g560950.t1.2	
GIO2-261-MONOMER	GIO2-261		Cre07.g313250.t1.2	
GIO2-1814-MONOMER	GIO2-1814		Cre01.g011901.t1.1	
GIO2-4025-MONOMER	GIO2-4025		Cre06.g282800.t1.2	
GIO2-5181-MONOMER	GIO2-5181		Cre04.g232602.t1.1	
GIO2-3214-MONOMER	GIO2-3214		Cre10.g461050.t1.1	54608, Cre10.g461050.t1.2
GIO2-5054-MONOMER	GIO2-5054		Cre12.g508550.t1.1	
GIO2-1223-MONOMER	GIO2-1223		Cre02.g098150.t1.2	
GIO2-571-MONOMER	GIO2-571		Cre10.g444317.t1.2	
GIO2-1454-MONOMER	GIO2-1454		Cre09.g389689.t1.1	
GIO2-267-MONOMER	GIO2-267		Cre10.g457100.t1.2	
GIO2-1744-MONOMER	GIO2-1744		Cre07.g337750.t1.1	pyruvate-ferredoxin oxidoreductase, Cre11.g473950.t1.1
GIO2-4955-MONOMER	GIO2-4955		Cre07.g321350.t1.2	
GIO2-5445-MONOMER	GIO2-5445		Cre05.g238290.t1.1	
GIO2-5102-MONOMER	GIO2-5102		Cre13.g574500.t1.1	
GIO2-5289-MONOMER	GIO2-5289		Cre04.g223800.t2.1	
GIO2-3850-MONOMER	GIO2-3850		Cre12.g509400.t1.2	
